name,year_start,height,weight,college,pos,age,per,team,conf
Doug Sims,1969,200.66,88.45044,Kent State University,F,25.0,5.0,CIN,East
Henry Sims,2013,208.28,112.490816,Georgetown University,C,22.0,29.2,NOH,West
Scott Sims,1978,185.42000000000002,77.11064,University of Missouri,PG,22.0,5.2,SAS,West
Kyle Singler,2013,203.2,103.418976,Duke University,SF,24.0,10.0,DET,East
Sean Singletary,2009,182.88,83.91452,University of Virginia,PG,23.0,6.7,TOT,N/A
Chris Singleton,2012,203.2,104.32616,Florida State University,SF,22.0,8.3,WAS,East
James Singleton,2006,203.2,97.975872,Murray State University,SF,24.0,13.6,LAC,West
McKinley Singleton,1987,195.58,79.3786,University of Alabama at Birmingham,PG,25.0,13.3,NYK,East
Zeke Sinicola,1952,177.8,74.84268,Niagara University,G,23.0,-7.1,FTW,West
Charlie Sitton,1985,203.2,95.25431999999999,Oregon State University,SF,22.0,8.0,DAL,West
Peyton Siva,2014,182.88,83.91452,University of Louisville,SG,23.0,5.7,DET,East
Scott Skiles,1987,185.42000000000002,81.64656,Michigan State University,PG,22.0,6.2,MIL,East
Brian Skinner,1999,205.74,115.66596,Baylor University,PF,22.0,13.2,LAC,West
Tal Skinner,1975,195.58,88.45044,University of Maryland Eastern Shore,SF,22.0,9.0,SEA,West
Whitey Skoog,1952,180.34,81.64656,University of Minnesota,SG,25.0,7.7,MNL,West
Jeff Slade,1963,198.12,99.79024,Kenyon College,F,21.0,5.8,CHZ,West
Reggie Slater,1995,200.66,97.52228,University of Wyoming,PF,24.0,14.5,DEN,West
Jim Slaughter,1952,210.82,95.25431999999999,University of South Carolina,C,23.0,10.1,BLB,East
Jose Slaughter,1983,195.58,92.98636,University of Portland,SG,22.0,10.5,IND,East
Tamar Slay,2003,203.2,97.52228,Marshall University,SG,22.0,7.1,NJN,East
Donald Sloan,2012,190.5,92.98636,Texas A&M University,PG,24.0,8.9,TOT,N/A
Jerry Sloan,1966,195.58,88.45044,University of Evansville,SG,23.0,11.1,BAL,East
Tom Sluby,1985,193.04,90.7184,University of Notre Dame,SG,22.0,12.2,DAL,West
Keith Smart,1989,185.42000000000002,79.3786,Indiana University,PG,24.0,0.0,SAS,West
Marcus Smart,2015,193.04,99.79024,Oklahoma State University,PG,20.0,11.0,BOS,East
Adrian Smith,1962,185.42000000000002,81.64656,University of Kentucky,SG,25.0,11.0,CIN,East
Bill Smith,1962,195.58,86.18248,Saint Peter's College,G-F,22.0,5.7,NYK,East
Bingo Smith,1970,195.58,88.45044,University of Tulsa,SF,23.0,12.4,SDR,West
Bobby Smith,1960,193.04,86.18248,West Virginia University,G,22.0,7.4,MNL,West
Charles Smith,1989,208.28,104.32616,University of Pittsburgh,PF,23.0,15.6,LAC,West
Charles Smith,1990,185.42000000000002,72.57472,Georgetown University,PG,22.0,13.3,BOS,East
Charles Smith,1998,193.04,87.996848,University of New Mexico,SG,22.0,9.8,TOT,N/A
Chris Smith,1993,190.5,86.18248,University of Connecticut,SG,22.0,11.1,MIN,West
Chris Smith,2014,187.96,90.7184,University of Louisville,PG,26.0,0.0,NYK,East
Clinton Smith,1987,198.12,95.25431999999999,Cleveland State University,SG,23.0,11.5,GSW,West
Craig Smith,2007,200.66,113.398,Boston College,PF,23.0,15.7,MIN,West
Derek Smith,1983,198.12,92.98636,University of Louisville,SF,21.0,6.9,GSW,West
Don Smith,1975,182.88,72.57472,University of Dayton,SG,23.0,12.6,PHI,East
Donta Smith,2005,200.66,97.52228,Southeastern Illinois College,SG,21.0,10.6,ATL,East
Doug Smith,1992,208.28,99.79024,University of Missouri,PF,22.0,11.9,DAL,West
Ed Smith,1954,198.12,81.64656,Harvard University,SF,24.0,8.5,NYK,East
Elmore Smith,1972,213.36,113.398,Kentucky State University,C,22.0,15.0,BUF,East
Garfield Smith,1971,205.74,106.59412,Eastern Kentucky University,C,25.0,7.6,BOS,East
Greg Smith,1969,195.58,88.45044,Western Kentucky University,PF,22.0,12.1,MIL,East
Greg Smith,2012,208.28,113.398,"California State University, Fresno",C,21.0,12.3,HOU,West
Ish Smith,2011,182.88,79.3786,Wake Forest University,PG,22.0,7.6,TOT,N/A
Jabari Smith,2001,210.82,113.398,Louisiana State University,C,23.0,14.7,SAC,West
Jason Smith,2008,213.36,111.13004,Colorado State University,PF,21.0,10.7,PHI,East
Jerry Smith,2012,187.96,86.18248,University of Louisville,PG,24.0,7.8,NJN,East
Jim Smith,1982,205.74,102.0582,Ohio State University,PF,23.0,9.2,SDC,West
Joe Smith,1996,208.28,102.0582,University of Maryland,PF,20.0,17.2,GSW,West
Keith Smith,1987,190.5,81.64656,Loyola Marymount University,SG,22.0,6.0,MIL,East
Kenny Smith,1988,190.5,77.11064,University of North Carolina,PG,22.0,13.3,SAC,West
LaBradford Smith,1992,190.5,90.7184,University of Louisville,SG,22.0,9.6,WSB,East
Larry Smith,1981,203.2,97.52228,Alcorn State University,PF,23.0,14.8,GSW,West
Michael Smith,1990,208.28,102.0582,Brigham Young University,PF,24.0,14.2,BOS,East
Michael Smith,1995,203.2,104.32616,Providence College,PF,29.0,13.3,LAC,West
Mike Smith,2001,203.2,88.45044,University of Louisiana at Monroe,SF,24.0,8.1,WAS,East
Nolan Smith,2012,187.96,83.91452,Duke University,PG,23.0,7.8,POR,West
Otis Smith,1987,195.58,95.25431999999999,Jacksonville University,SG,23.0,8.1,DEN,West
Phil Smith,1975,193.04,83.91452,University of San Francisco,SG,22.0,17.6,GSW,West
Randy Smith,1972,190.5,81.64656,State University of New York College at Buffalo,SF,23.0,15.5,BUF,East
Reggie Smith,1993,208.28,108.86207999999999,Texas Christian University,C,22.0,7.6,POR,West
Robert Smith,1978,180.34,74.84268,"University of Nevada, Las Vegas",PG,22.0,10.9,DEN,West
Russ Smith,2015,182.88,74.84268,University of Louisville,PG,23.0,5.2,TOT,N/A
Sam Smith,1979,193.04,90.7184,"University of Nevada, Las Vegas",SF,24.0,14.2,MIL,East
Steve Smith,1992,200.66,90.7184,Michigan State University,SG,22.0,12.5,MIA,West
Steven Smith,2007,203.2,106.59412,La Salle University,PF,23.0,-1.8,PHI,East
Stevin Smith,1997,187.96,94.347136,Arizona State University,SG,25.0,3.3,DAL,West
Theron Smith,2004,203.2,102.0582,Ball State University,SF,23.0,8.4,MEM,West
Tony Smith,1991,190.5,83.91452,Marquette University,SG,22.0,10.9,LAL,West
William Smith,1972,213.36,99.79024,Syracuse University,C,22.0,10.8,POR,West
Willie Smith,1977,187.96,77.11064,University of Missouri,PG,23.0,-3.8,CHI,East
Rik Smits,1989,223.52,113.398,Marist College,C,22.0,15.6,IND,East
Mike Smrek,1986,213.36,113.398,Canisius College,C,23.0,6.5,CHI,East
Joe Smyth,1954,190.5,97.52228,Niagara University,SF,24.0,11.9,TOT,N/A
Tony Snell,2014,200.66,90.7184,University of New Mexico,SG,22.0,8.0,CHI,East
Eric Snow,1996,190.5,86.18248,Michigan State University,PG,22.0,10.7,SEA,West
Dick Snyder,1967,195.58,93.893544,Davidson College,SG,22.0,12.3,STL,East
Kirk Snyder,2005,198.12,102.0582,"University of Nevada, Reno",SG,21.0,8.6,UTA,West
Ricky Sobers,1976,190.5,89.811216,"University of Nevada, Las Vegas",SG,23.0,13.1,PHO,West
Ron Sobie,1957,190.5,83.91452,DePaul University,SG,22.0,14.0,NYK,East
Mike Sojourner,1975,205.74,102.0582,University of Utah,C,21.0,14.1,ATL,East
Will Solomon,2002,185.42000000000002,83.91452,Clemson University,SG,23.0,8.8,MEM,West
Willie Somerset,1966,172.72,77.11064,Duquesne University,PG,23.0,10.2,BAL,East
Darius Songaila,2004,205.74,112.490816,Wake Forest University,PF,25.0,14.6,SAC,West
Dave Sorenson,1971,203.2,102.0582,Ohio State University,PF,22.0,15.2,CLE,East
James Southerland,2014,203.2,97.52228,Syracuse University,SF,23.0,11.8,TOT,N/A
Pape Sow,2005,208.28,113.398,"California State University, Fullerton",C,23.0,7.8,TOR,East
Jim Spanarkel,1980,195.58,86.18248,Duke University,SG,22.0,10.7,PHI,East
Guy Sparrow,1958,198.12,98.883056,University of Detroit Mercy,SF,25.0,12.5,NYK,East
Rory Sparrow,1981,187.96,79.3786,Villanova University,PG,22.0,8.2,NJN,East
Marreese Speights,2009,208.28,115.66596,University of Florida,C,21.0,17.9,PHI,East
Andre Spencer,1993,198.12,95.25431999999999,Northern Arizona University,SF,28.0,12.8,TOT,N/A
Elmore Spencer,1993,213.36,122.46984,"University of Nevada, Las Vegas",C,23.0,9.7,LAC,West
Felton Spencer,1991,213.36,120.20188,University of Louisville,C,23.0,13.8,MIN,West
Craig Spitzer,1968,213.36,102.0582,Tulane University,C,22.0,14.6,CHI,East
Art Spoelstra,1955,205.74,99.79024,Western Kentucky University,C,22.0,12.9,ROC,East
Latrell Sprewell,1993,195.58,86.18248,University of Alabama,SG,22.0,13.6,GSW,West
Larry Spriggs,1982,200.66,104.32616,Howard University,SF,22.0,11.7,HOU,West
Ryan Stack,1999,210.82,97.52228,University of South Carolina,PF,23.0,9.7,CLE,East
Jerry Stackhouse,1996,198.12,98.883056,University of North Carolina,SG,21.0,14.8,PHI,East
Kevin Stacom,1975,190.5,83.91452,Providence College,SG,23.0,12.0,BOS,East
Bud Stallworth,1973,195.58,86.18248,University of Kansas,SF,23.0,9.3,SEA,West
Dave Stallworth,1966,200.66,90.7184,Wichita State University,SF,24.0,16.3,NYK,East
Terence Stansbury,1985,195.58,77.11064,Temple University,SG,23.0,10.3,IND,East
John Starks,1989,190.5,81.64656,Oklahoma State University,SG,23.0,10.3,GSW,West
Keith Starr,1977,198.12,86.18248,University of Pittsburgh,SG,22.0,3.7,CHI,East
Nik Stauskas,2015,198.12,92.98636,University of Michigan,SG,21.0,7.5,SAC,West
Larry Staverman,1959,200.66,92.98636,Thomas More College,PF,22.0,15.2,CIN,East
Larry Steele,1972,195.58,81.64656,University of Kentucky,SG,22.0,10.9,POR,West
Matt Steigenga,1997,200.66,102.0582,Michigan State University,SF,26.0,7.0,CHI,East
D.J. Stephens,2014,195.58,85.275296,University of Memphis,SG,23.0,16.1,MIL,East
Everette Stephens,1989,187.96,79.3786,Purdue University,PG,22.0,6.4,IND,East
Jack Stephens,1956,190.5,83.91452,University of Notre Dame,SG,22.0,13.3,STL,East
Joe Stephens,1997,200.66,95.25431999999999,University of Arkansas at Little Rock,PF,24.0,3.0,HOU,West
Lance Stephenson,2011,195.58,104.32616,University of Cincinnati,SG,20.0,5.5,IND,East
Alex Stepheson,2016,208.28,122.46984,University of Southern California,PF,28.0,14.8,TOT,N/A
Brook Steppe,1983,195.58,88.45044,Georgia Institute of Technology,SG,23.0,11.5,KCK,East
Barry Stevens,1993,195.58,88.45044,Iowa State University,SF,30.0,15.2,GSW,West
Wayne Stevens,1960,190.5,83.91452,University of Cincinnati,F,23.0,6.1,CIN,East
Dennis Stewart,1971,198.12,99.79024,University of Michigan,F,23.0,24.4,BAL,East
Kebu Stewart,1998,203.2,108.408488,"California State University, Bakersfield",PF,24.0,14.0,PHI,East
Larry Stewart,1992,203.2,99.79024,Coppin State University,PF,23.0,12.9,WSB,East
Michael Stewart,1998,208.28,104.32616,University of California,C,22.0,12.9,SAC,West
Norm Stewart,1957,195.58,92.98636,University of Missouri,F,22.0,-1.9,STL,East
Greg Stiemsma,2012,210.82,117.93392,University of Wisconsin,C,26.0,13.6,BOS,East
Steve Stipanovich,1984,210.82,111.13004,University of Missouri,C,23.0,12.6,IND,East
Bryant Stith,1993,195.58,94.347136,University of Virginia,SG,22.0,11.7,DEN,West
Sam Stith,1962,187.96,83.91452,St. Bonaventure University,SG,24.0,7.9,NYK,East
Tom Stith,1963,195.58,95.25431999999999,St. Bonaventure University,SF,24.0,6.5,NYK,East
Alex Stivrins,1986,203.2,99.79024,University of Colorado,SF,23.0,-5.9,SEA,West
David Stockton,2015,180.34,74.84268,Gonzaga University,PG,23.0,10.8,SAC,West
John Stockton,1985,185.42000000000002,77.11064,Gonzaga University,PG,22.0,13.3,UTA,West
Ed Stokes,1998,213.36,119.748288,University of Arizona,C,26.0,6.4,TOR,East
Greg Stokes,1986,208.28,99.79024,University of Iowa,PF,22.0,10.6,PHI,East
Jarnell Stokes,2015,205.74,119.294696,University of Tennessee,PF,21.0,18.6,MEM,West
Maurice Stokes,1956,200.66,105.233344,Saint Francis University,C,22.0,22.1,ROC,East
Diamond Stone,2017,210.82,115.66596,University of Maryland,C,19.0,-1.2,LAC,West
Julyan Stone,2012,198.12,90.7184,University of Texas at El Paso,SG,23.0,13.0,DEN,West
Awvee Storey,2005,198.12,100.697424,Arizona State University,SG,27.0,6.9,NJN,East
Damon Stoudamire,1996,177.8,77.564232,University of Arizona,PG,22.0,16.7,TOR,East
Salim Stoudamire,2006,185.42000000000002,81.192968,University of Arizona,SG,23.0,12.5,ATL,East
Paul Stovall,1973,193.04,97.52228,Arizona State University,SF,24.0,9.4,PHO,West
D.J. Strawberry,2008,195.58,91.171992,University of Maryland,SG,22.0,6.2,PHO,West
Joe Strawder,1966,208.28,106.59412,Bradley University,C,25.0,11.6,DET,East
Bill Stricker,1971,205.74,95.25431999999999,University of the Pacific,F,23.0,45.1,POR,West
Erick Strickland,1997,190.5,95.25431999999999,University of Nebraska,SG,23.0,11.0,DAL,West
Mark Strickland,1995,205.74,95.25431999999999,Temple University,PF,24.0,13.8,IND,East
Rod Strickland,1989,190.5,79.3786,DePaul University,PG,22.0,18.0,NYK,East
Roger Strickland,1964,195.58,90.7184,Jacksonville University,F,23.0,-0.1,BAL,East
John Stroeder,1988,208.28,117.93392,University of Montana,PF,29.0,7.0,MIL,East
Derek Strong,1992,203.2,99.79024,Xavier University,PF,23.0,3.2,WSB,East
Lamont Strothers,1992,193.04,86.18248,Christopher Newport University,SG,23.0,6.0,POR,West
John Stroud,1981,200.66,97.52228,University of Mississippi,SF,23.0,6.4,HOU,West
Rodney Stuckey,2008,195.58,95.25431999999999,Eastern Washington University,PG,21.0,13.8,DET,East
Gary Suiter,1971,205.74,102.0582,Midwestern State University,C-F,26.0,6.0,CLE,East
Jared Sullinger,2013,205.74,117.93392,Ohio State University,PF,20.0,13.5,BOS,East
DaJuan Summers,2010,203.2,104.32616,Georgetown University,SF,22.0,7.5,DET,East
Barry Sumpter,1989,210.82,97.52228,Austin Peay State University,PF,23.0,-30.2,LAC,West
Don Sunderlage,1954,185.42000000000002,81.64656,University of Illinois at Urbana-Champaign,SG,24.0,12.4,MLH,West
Jon Sundvold,1984,187.96,77.11064,University of Missouri,PG,22.0,12.1,SEA,West
Bob Sura,1996,195.58,90.7184,Florida State University,SG,22.0,15.0,CLE,East
Dick Surhoff,1953,193.04,95.25431999999999,Long Island University,SF,23.0,1.5,NYK,East
Dane Suttle,1984,190.5,86.18248,Pepperdine University,SG,22.0,15.3,KCK,East
Greg Sutton,1992,187.96,77.11064,Oral Roberts University,PG,24.0,7.8,SAS,West
Bennie Swain,1959,203.2,99.79024,Texas Southern University,PF,25.0,12.3,BOS,East
Norm Swanson,1954,198.12,95.25431999999999,University of Detroit Mercy,SF,23.0,4.0,ROC,East
Dan Swartz,1963,193.04,97.52228,Morehead State University,SF,28.0,12.3,BOS,East
Mike Sweetney,2004,203.2,124.7378,Georgetown University,PF,21.0,17.2,NYK,East
Stromile Swift,2001,205.74,102.0582,Louisiana State University,PF,21.0,13.1,VAN,West
Aaron Swinson,1995,195.58,104.32616,Auburn University,SF,24.0,11.7,PHO,West
Larry Sykes,1996,205.74,115.66596,Xavier University,PF,22.0,0.0,BOS,East
Brett Szabo,1997,210.82,104.32616,Augustana College (SD),C,28.0,8.8,BOS,East
Wally Szczerbiak,2000,200.66,110.676448,Miami University,SF,22.0,15.4,MIN,West
Yuta Tabuse,2005,175.26,74.84268,Brigham Young University Hawaii,PG,24.0,15.6,PHO,West
Chris Taft,2006,208.28,117.93392,University of Pittsburgh,C,20.0,15.6,GSW,West
Roy Tarpley,1987,210.82,104.32616,University of Michigan,PF,22.0,15.2,DAL,West
Earl Tatum,1977,195.58,83.91452,Marquette University,SG,23.0,16.5,LAL,West
Anthony Taylor,1989,193.04,79.3786,University of Oregon,PG,23.0,11.1,MIA,West
Donell Taylor,2006,198.12,81.64656,University of Alabama at Birmingham,SG,23.0,10.1,WAS,East
Fred Taylor,1971,195.58,81.64656,University of Texas-Pan American,SG,22.0,10.9,PHO,West
Isaiah Taylor,2017,190.5,77.11064,University of Texas at Austin,PG,22.0,0.3,HOU,West
Jay Taylor,1990,190.5,86.18248,Eastern Illinois University,SG,22.0,9.5,NJN,East
Jeff Taylor,1983,193.04,79.3786,Texas Tech University,SG,23.0,7.9,HOU,West
Jeffery Taylor,2013,200.66,102.0582,Vanderbilt University,SF,23.0,10.3,CHA,East
Jermaine Taylor,2010,193.04,95.25431999999999,University of Central Florida,SG,23.0,11.4,HOU,West
Johnny Taylor,1998,205.74,99.79024,University of Tennessee at Chattanooga,SF,23.0,4.4,ORL,East
Leonard Taylor,1990,203.2,99.79024,University of California,PF,23.0,3.8,GSW,West
Maurice Taylor,1998,205.74,117.93392,University of Michigan,PF,21.0,16.1,LAC,West
Mike Taylor,2009,187.96,74.84268,Iowa State University,PG,23.0,10.1,LAC,West
Tyshawn Taylor,2013,190.5,83.91452,University of Kansas,PG,22.0,6.2,BRK,East
Vince Taylor,1983,195.58,81.64656,Duke University,SG,22.0,7.6,NYK,East
Terry Teagle,1983,195.58,88.45044,Baylor University,SG,22.0,10.3,HOU,West
Jeff Teague,2010,187.96,84.368112,Wake Forest University,PG,21.0,11.0,ATL,East
Marquis Teague,2013,187.96,85.728888,University of Kentucky,PG,19.0,6.0,CHI,East
Garrett Temple,2010,198.12,88.45044,Louisiana State University,SG,23.0,10.5,TOT,N/A
Ira Terrell,1977,203.2,90.7184,Southern Methodist University,SF,22.0,12.8,PHO,West
Carlos Terry,1981,195.58,95.25431999999999,Winston-Salem State University,SG,24.0,13.7,WSB,East
Chuck Terry,1973,198.12,97.52228,"California State University, Long Beach",SF,22.0,5.0,MIL,East
Jason Terry,2000,187.96,83.91452,University of Arizona,PG,22.0,13.9,ATL,East
Hasheem Thabeet,2010,220.98,119.294696,University of Connecticut,C,22.0,12.9,MEM,West
Tom Thacker,1964,187.96,77.11064,University of Cincinnati,PG,24.0,7.3,CIN,East
Reggie Theus,1979,200.66,86.18248,"University of Nevada, Las Vegas",PG,21.0,13.3,CHI,East
Peter Thibeaux,1985,200.66,95.25431999999999,Saint Mary's College of California,SF,23.0,11.7,GSW,West
Bill Thieben,1957,200.66,97.52228,Hofstra University,PF,21.0,12.1,FTW,West
David Thirdkill,1983,200.66,88.45044,Bradley University,SF,22.0,7.5,PHO,West
Adonis Thomas,2014,200.66,90.7184,University of Memphis,SF,20.0,7.3,TOT,N/A
Billy Thomas,2005,193.04,94.347136,University of Kansas,SF,29.0,8.2,NJN,East
Carl Thomas,1992,193.04,79.3786,Eastern Michigan University,SG,22.0,6.4,SAC,West
Charles Thomas,1992,190.5,79.3786,Eastern Michigan University,SG,22.0,6.1,DET,East
Etan Thomas,2002,205.74,116.119552,Syracuse University,C,23.0,15.7,WAS,East
Irving Thomas,1991,203.2,102.0582,Florida State University,PF,25.0,7.3,LAL,West
Isaiah Thomas,2012,175.26,83.91452,University of Washington,PG,22.0,17.6,SAC,West
Isiah Thomas,1982,185.42000000000002,81.64656,Indiana University,PG,20.0,14.5,DET,East
Jamel Thomas,2000,198.12,97.52228,Providence College,SF,26.0,9.1,TOT,N/A
James Thomas,2005,203.2,106.59412,University of Texas at Austin,PF,24.0,14.0,TOT,N/A
Jim Thomas,1984,190.5,86.18248,Indiana University,SG,23.0,12.1,IND,East
Joe Thomas,1971,198.12,92.98636,Marquette University,SF,22.0,4.3,PHO,West
John Thomas,1998,205.74,120.20188,University of Minnesota,PF,22.0,9.1,TOT,N/A
Kenny Thomas,2000,200.66,118.387512,University of New Mexico,PF,22.0,12.0,HOU,West
Kurt Thomas,1996,205.74,104.32616,Texas Christian University,PF,23.0,13.5,MIA,West
Lance Thomas,2012,203.2,106.59412,Duke University,PF,23.0,10.1,NOH,West
Malcolm Thomas,2012,205.74,102.0582,San Diego State University,PF,23.0,7.1,SAS,West
Terry Thomas,1976,203.2,99.79024,University of Detroit Mercy,PF,22.0,16.3,DET,East
Tim Thomas,1998,208.28,104.32616,Villanova University,SF,20.0,14.9,PHI,East
Tyrus Thomas,2007,205.74,97.52228,Louisiana State University,PF,20.0,14.8,CHI,East
Trey Thompkins,2012,208.28,111.13004,University of Georgia,C,21.0,12.0,LAC,West
Bernard Thompson,1985,198.12,95.25431999999999,"California State University, Fresno",SF,22.0,9.5,POR,West
Billy Thompson,1987,200.66,88.45044,University of Louisville,SF,23.0,12.8,LAL,West
Brooks Thompson,1995,193.04,87.543256,Oklahoma State University,PG,24.0,10.5,ORL,East
Corny Thompson,1983,203.2,102.0582,University of Connecticut,PF,22.0,6.0,DAL,West
Dijon Thompson,2006,200.66,88.45044,"University of California, Los Angeles",SG,22.0,22.0,PHO,West
Hollis Thompson,2014,203.2,93.439952,Georgetown University,SF,22.0,9.5,PHI,East
Jason Thompson,2009,210.82,113.398,Rider University,PF,22.0,13.9,SAC,West
John Thompson,1965,208.28,102.0582,Providence College,PF,23.0,9.8,BOS,East
Kevin Thompson,1994,210.82,117.93392,North Carolina State University,C,22.0,4.9,POR,West
Klay Thompson,2012,200.66,97.52228,Washington State University,SG,21.0,14.9,GSW,West
LaSalle Thompson,1983,208.28,111.13004,University of Texas at Austin,C,21.0,14.7,KCK,East
Mychal Thompson,1979,208.28,102.511792,University of Minnesota,C,24.0,17.0,POR,West
Mychel Thompson,2012,198.12,95.707912,Pepperdine University,SG,23.0,2.2,CLE,East
Paul Thompson,1984,198.12,95.25431999999999,Tulane University,SF,22.0,14.9,CLE,East
Stephen Thompson,1992,193.04,83.91452,Syracuse University,SG,23.0,11.5,TOT,N/A
Tristan Thompson,2012,205.74,107.954896,University of Texas at Austin,PF,20.0,13.3,CLE,East
Rod Thorn,1964,193.04,88.45044,West Virginia University,SG,22.0,12.9,BAL,East
Al Thornton,2008,203.2,99.79024,Florida State University,PF,24.0,12.7,LAC,West
Bob Thornton,1986,208.28,102.0582,"University of California, Irvine",PF,23.0,6.9,NYK,East
Marcus Thornton,2010,193.04,92.98636,Louisiana State University,SG,22.0,17.4,NOH,West
Otis Thorpe,1985,205.74,102.0582,Providence College,PF,22.0,16.6,KCK,East
Sedale Threatt,1984,187.96,79.3786,West Virginia University Institute of Technology,PG,22.0,6.6,PHI,East
Nate Thurmond,1964,210.82,102.0582,Bowling Green State University,PF,22.0,12.1,SFW,West
Dan Tieman,1963,182.88,83.91452,Thomas More College,PG,22.0,4.1,CIN,East
Darren Tillis,1983,210.82,97.52228,Cleveland State University,C,22.0,10.8,TOT,N/A
Jamaal Tinsley,2002,190.5,88.45044,Iowa State University,PG,23.0,13.4,IND,East
Wayman Tisdale,1986,205.74,108.86207999999999,University of Oklahoma,PF,21.0,14.0,IND,East
Mike Tobey,2017,213.36,117.93392,University of Virginia,C,22.0,-0.1,CHO,East
Ray Tolbert,1982,205.74,102.0582,Indiana University,PF,23.0,10.3,TOT,N/A
Tom Tolbert,1989,200.66,106.59412,University of Arizona,SF,23.0,10.0,CHH,East
Anthony Tolliver,2009,203.2,108.86207999999999,Creighton University,PF,23.0,7.6,SAS,West
Dean Tolson,1975,203.2,86.18248,University of Arkansas,PF,23.0,17.6,SEA,West
Rudy Tomjanovich,1971,203.2,98.883056,University of Michigan,PF,22.0,12.2,SDR,West
Andrew Toney,1981,190.5,80.739376,University of Louisiana at Lafayette,SG,23.0,12.7,PHI,East
Sedric Toney,1986,187.96,80.739376,University of Dayton,PG,23.0,7.3,TOT,N/A
Andy Toolson,1991,198.12,95.25431999999999,Brigham Young University,SF,25.0,8.4,UTA,West
Bernard Toone,1980,205.74,95.25431999999999,Marquette University,PF,23.0,8.9,PHI,East
Gene Tormohlen,1963,203.2,104.32616,University of Tennessee,C,25.0,8.6,STL,East
Bill Tosheff,1952,185.42000000000002,79.3786,Indiana University,PG,25.0,11.6,INO,West
Keith Tower,1994,210.82,113.398,University of Notre Dame,C,23.0,5.5,ORL,East
Linton Townes,1983,200.66,86.18248,James Madison University,SF,23.0,11.9,POR,West
Karl-Anthony Towns,2016,213.36,110.676448,University of Kentucky,C,20.0,22.5,MIN,West
Raymond Townsend,1979,190.5,79.3786,"University of California, Los Angeles",SG,23.0,10.8,GSW,West
George Trapp,1972,203.2,92.98636,"California State University, Long Beach",PF,23.0,10.2,ATL,East
John Trapp,1969,200.66,95.25431999999999,"University of Nevada, Las Vegas",SF,23.0,10.9,SDR,West
Robert Traylor,1999,203.2,128.820128,University of Michigan,C,21.0,17.0,MIL,East
Gary Trent,1996,203.2,113.398,Ohio University,PF,21.0,12.4,POR,West
Jeff Trepagnier,2002,193.04,90.7184,University of Southern California,SG,22.0,8.4,CLE,East
John Tresvant,1965,200.66,97.52228,Seattle University,PF,25.0,18.9,STL,East
Kelly Tripucka,1982,198.12,99.79024,University of Notre Dame,SF,22.0,16.4,DET,East
John Tschogl,1973,198.12,93.439952,"University of California, Santa Barbara",SF,22.0,4.6,ATL,East
Lou Tsioropoulos,1957,195.58,86.18248,University of Kentucky,SF,26.0,8.8,BOS,East
Al Tucker,1968,203.2,86.18248,Oklahoma Baptist University,PF,24.0,12.0,SEA,West
Alando Tucker,2008,198.12,92.98636,University of Wisconsin,SF,23.0,11.8,PHO,West
Anthony Tucker,1995,203.2,99.79024,Wake Forest University,SF,25.0,9.2,WSB,East
Jim Tucker,1955,200.66,83.91452,Duquesne University,PF,22.0,11.2,SYR,East
P.J. Tucker,2007,198.12,111.13004,University of Texas at Austin,SF,21.0,12.8,TOR,East
Trent Tucker,1983,195.58,87.543256,University of Minnesota,SG,23.0,11.6,NYK,East
Ronny Turiaf,2006,208.28,112.944408,Gonzaga University,C,23.0,12.2,LAL,West
Andre Turner,1987,180.34,72.57472,University of Memphis,PG,22.0,-7.1,BOS,East
Bill Turner,1968,200.66,99.79024,University of Akron,SF,23.0,10.6,SFW,West
Elston Turner,1982,195.58,86.18248,University of Mississippi,SF,22.0,10.7,DAL,West
Evan Turner,2011,200.66,99.79024,Ohio State University,SG,22.0,10.8,PHI,East
Henry Turner,1990,200.66,90.7184,"California State University, Fullerton",PF,23.0,14.2,SAC,West
Jack Turner,1955,193.04,77.11064,Western Kentucky University,SF,24.0,10.5,NYK,East
Jack Turner,1962,195.58,90.7184,University of Louisville,SG,22.0,8.7,CHP,West
Jeff Turner,1985,205.74,104.32616,Vanderbilt University,PF,22.0,7.4,NJN,East
John Turner,1992,203.2,111.13004,Phillips University,SF,24.0,7.8,HOU,West
Myles Turner,2016,210.82,110.222856,University of Texas at Austin,C,19.0,15.4,IND,East
Wayne Turner,2000,187.96,86.18248,University of Kentucky,PG,23.0,-1.7,BOS,East
Melvin Turpin,1985,210.82,108.86207999999999,University of Kentucky,C,24.0,13.1,CLE,East
Jack Twyman,1956,198.12,95.25431999999999,University of Cincinnati,SF,21.0,15.9,ROC,East
B.J. Tyler,1995,185.42000000000002,83.91452,University of Texas at Austin,PG,23.0,8.5,PHI,East
Terry Tyler,1979,200.66,97.52228,University of Detroit Mercy,PF,22.0,15.5,DET,East
Charlie Tyra,1958,203.2,104.32616,University of Louisville,C,22.0,13.5,NYK,East
Edwin Ubiles,2012,198.12,92.532768,Siena College,SF,25.0,7.3,WAS,East
Ekpe Udoh,2011,208.28,108.86207999999999,Baylor University,C,23.0,9.7,GSW,West
Ime Udoka,2004,198.12,97.52228,Portland State University,SF,26.0,6.7,LAL,West
Tyler Ulis,2017,177.8,68.0388,University of Kentucky,PG,21.0,13.0,PHO,West
