name,year_start,height,weight,college,pos,age,per,team,conf
Hiram Fuller,2004,205.74,108.86207999999999,"California State University, Fresno",PF,22.0,3.6,ATL,East
Todd Fuller,1997,210.82,115.66596,North Carolina State University,C,22.0,10.4,GSW,West
Tony Fuller,1981,193.04,81.64656,Pepperdine University,SG,22.0,6.9,DET,East
Lawrence Funderburke,1998,205.74,104.32616,Ohio State University,PF,27.0,16.2,SAC,West
Terry Furlow,1977,193.04,86.18248,Michigan State University,SG,22.0,13.4,PHI,East
Dan Gadzuric,2003,210.82,108.86207999999999,"University of California, Los Angeles",C,24.0,11.2,MIL,East
Deng Gai,2006,205.74,113.398,Fairfield University,C,23.0,0.0,PHI,East
Corey Gaines,1989,190.5,88.45044,Loyola Marymount University,SG,23.0,9.1,NJN,East
Reece Gaines,2004,198.12,92.98636,University of Louisville,PG,23.0,6.1,ORL,East
Sundiata Gaines,2010,185.42000000000002,83.91452,University of Georgia,PG,23.0,17.3,UTA,West
Chad Gallagher,1994,208.28,115.66596,Creighton University,C,24.0,66.8,UTA,West
Langston Galloway,2015,187.96,90.7184,Saint Joseph's University,PG,23.0,12.3,NYK,East
Dave Gambee,1959,198.12,97.52228,Oregon State University,SF,21.0,11.5,STL,East
Kevin Gamble,1988,195.58,95.25431999999999,University of Iowa,SF,22.0,-1.0,POR,West
Ruben Garces,2001,205.74,111.13004,Providence College,PF,27.0,9.7,TOT,N/A
Francisco Garcia,2006,200.66,88.45044,University of Louisville,SF,24.0,10.3,SAC,West
Thomas Gardner,2008,195.58,102.0582,University of Missouri,SG,22.0,4.4,CHI,East
Patricio Garino,2017,198.12,95.25431999999999,George Washington University,SG,23.0,-9.2,ORL,East
Gary Garland,1980,193.04,81.64656,DePaul University,PG,22.0,10.2,DEN,West
Winston Garland,1988,187.96,77.11064,Missouri State University,PG,23.0,13.8,GSW,West
Dick Garmaker,1956,190.5,90.7184,University of Minnesota,SG,23.0,13.6,MNL,West
Chris Garner,1998,177.8,70.760352,University of Memphis,PG,22.0,5.6,TOR,East
Bill Garnett,1983,205.74,102.0582,University of Wyoming,C,22.0,15.0,DAL,West
Marlon Garnett,1999,187.96,84.368112,Santa Clara University,PG,23.0,6.5,BOS,East
Calvin Garrett,1981,200.66,86.18248,Oral Roberts University,SF,24.0,8.8,HOU,West
Dean Garrett,1997,208.28,102.0582,Indiana University,C,30.0,17.7,MIN,West
Diante Garrett,2013,193.04,86.18248,Iowa State University,PG,24.0,9.0,PHO,West
Dick Garrett,1970,190.5,83.91452,Southern Illinois University,SG,23.0,9.4,LAL,West
Rowland Garrett,1973,198.12,95.25431999999999,Florida State University,SF,22.0,16.7,CHI,East
Tom Garrick,1989,187.96,83.91452,University of Rhode Island,SG,22.0,11.0,LAC,West
John Garris,1984,203.2,92.98636,Boston College,PF,24.0,18.5,CLE,East
Kiwane Garris,1998,187.96,83.007336,University of Illinois at Urbana-Champaign,SG,23.0,8.7,DEN,West
Pat Garrity,1999,205.74,107.954896,University of Notre Dame,PF,22.0,13.0,PHO,West
Jim Garvin,1974,200.66,90.7184,Boston University,PF,23.0,3.9,BUF,East
Chris Gatling,1992,208.28,99.79024,Old Dominion University,PF,24.0,18.2,GSW,West
Kenny Gattison,1987,203.2,102.0582,Old Dominion University,PF,22.0,9.4,PHO,West
Rudy Gay,2007,203.2,104.32616,University of Connecticut,SF,20.0,12.4,MEM,West
Andrew Gaze,1994,200.66,92.98636,Seton Hall University,SG,28.0,10.5,WSB,East
Michael Gbinije,2017,200.66,90.7184,Syracuse University,SG,24.0,-2.1,DET,East
Reggie Geary,1997,187.96,84.821704,University of Arizona,PG,23.0,8.7,CLE,East
Alonzo Gee,2010,198.12,102.0582,University of Alabama,SG,22.0,16.2,WAS,East
Matt Geiger,1993,213.36,110.222856,Georgia Institute of Technology,C,23.0,11.8,MIA,West
Devean George,2000,203.2,99.79024,Augsburg College,SF,22.0,12.1,LAL,West
Jack George,1954,187.96,86.18248,La Salle University,PG,25.0,12.1,PHW,East
Paul George,2011,205.74,99.79024,"California State University, Fresno",SG,20.0,13.0,IND,East
Tate George,1991,195.58,86.18248,University of Connecticut,PG,22.0,10.5,NJN,East
Marcus Georges-Hunt,2017,195.58,97.975872,Georgia Institute of Technology,SG,22.0,10.2,ORL,East
Derrick Gervin,1990,203.2,90.7184,University of Texas at San Antonio,PF,26.0,22.9,NJN,East
John Gianelli,1973,208.28,99.79024,University of the Pacific,C,22.0,12.1,NYK,East
Dick Gibbs,1972,195.58,95.25431999999999,University of Texas at El Paso,SF,23.0,6.9,HOU,West
Daniel Gibson,2007,187.96,86.18248,University of Texas at Austin,PG,20.0,9.4,CLE,East
Jonathan Gibson,2017,187.96,83.91452,New Mexico State University,PG,29.0,9.5,DAL,West
Mel Gibson,1964,190.5,81.64656,Western Carolina University,G,23.0,2.5,LAL,West
Mike Gibson,1984,208.28,92.98636,University of South Carolina Upstate,PF,23.0,8.6,WSB,East
Taj Gibson,2010,205.74,102.0582,University of Southern California,PF,24.0,13.8,CHI,East
J.R. Giddens,2009,195.58,97.52228,University of New Mexico,SF,23.0,26.0,BOS,East
Trey Gilder,2010,205.74,83.91452,Northwestern State University,SF,25.0,30.9,MEM,West
Eddie Gill,2001,182.88,86.18248,Weber State University,PG,22.0,8.9,NJN,East
Kendall Gill,1991,195.58,88.45044,University of Illinois at Urbana-Champaign,SG,22.0,15.4,CHH,East
Ben Gillery,1989,213.36,106.59412,Georgetown University,C,23.0,5.0,SAC,West
Armen Gilliam,1988,205.74,104.32616,"University of Nevada, Las Vegas",PF,23.0,12.9,PHO,West
Herm Gilliam,1970,190.5,86.18248,Purdue University,SG,23.0,11.0,CIN,East
Walt Gilmore,1971,198.12,102.0582,Fort Valley State University,PF,23.0,6.4,POR,West
Jack Givens,1979,195.58,92.98636,University of Kentucky,SF,22.0,13.0,ATL,East
Mickell Gladness,2012,210.82,99.79024,Alabama A&M University,PF,25.0,9.5,TOT,N/A
Gerald Glass,1991,195.58,100.243832,University of Mississippi,SF,23.0,15.9,MIN,West
Mike Glenn,1978,187.96,79.3786,Southern Illinois University,SG,22.0,14.3,BUF,East
Clarence Glover,1972,203.2,95.25431999999999,Western Kentucky University,PF,24.0,14.0,BOS,East
Dion Glover,2000,195.58,103.418976,Georgia Institute of Technology,SG,21.0,12.4,ATL,East
Mike Gminski,1981,210.82,113.398,Duke University,C,21.0,14.5,NJN,East
Dan Godfread,1991,208.28,113.398,University of Evansville,C,23.0,20.3,MIN,West
Tom Gola,1956,198.12,92.98636,La Salle University,SG,23.0,16.7,PHW,East
Anthony Goldwire,1996,185.42000000000002,82.553744,University of Houston,PG,24.0,10.4,CHH,East
Ryan Gomes,2006,200.66,113.398,Providence College,PF,23.0,14.0,BOS,East
Glen Gondrezick,1978,198.12,98.883056,"University of Nevada, Las Vegas",SF,22.0,10.1,NYK,East
Grant Gondrezick,1987,195.58,92.98636,Pepperdine University,SG,24.0,10.9,PHO,West
Drew Gooden,2003,208.28,113.398,University of Kansas,SF-PF,21.0,15.0,TOT,N/A
Gail Goodrich,1966,185.42000000000002,77.11064,"University of California, Los Angeles",SG,22.0,11.9,LAL,West
Steve Goodrich,2001,208.28,99.79024,Princeton University,PF,24.0,4.1,CHI,East
Archie Goodwin,2014,195.58,90.7184,University of Kentucky,SG,19.0,10.3,PHO,West
Aaron Gordon,2015,205.74,99.79024,University of Arizona,PF,19.0,11.4,ORL,East
Ben Gordon,2005,190.5,90.7184,University of Connecticut,SG,21.0,14.9,CHI,East
Drew Gordon,2015,205.74,111.13004,University of New Mexico,PF,24.0,3.7,PHI,East
Eric Gordon,2009,193.04,97.52228,Indiana University,SG,20.0,14.9,LAC,West
Lancaster Gordon,1985,190.5,83.91452,University of Louisville,SG,22.0,8.2,LAC,West
Andrew Goudelock,2012,190.5,90.7184,College of Charleston,SG,23.0,8.4,LAL,West
Bato Govedarica,1954,180.34,83.91452,DePaul University,PG,25.0,7.1,SYR,East
Ricky Grace,1994,185.42000000000002,81.64656,University of Oklahoma,PG,26.0,10.8,ATL,East
Greg Graham,1994,193.04,78.925008,Indiana University,SG,23.0,11.4,PHI,East
Joey Graham,2006,200.66,102.0582,Oklahoma State University,SF,23.0,10.2,TOR,East
Mal Graham,1968,185.42000000000002,83.91452,New York University,PG,22.0,8.8,BOS,East
Orlando Graham,1989,203.2,99.79024,Auburn University at Montgomery,PF,23.0,6.7,GSW,West
Paul Graham,1992,198.12,90.7184,Ohio University,SG,24.0,14.7,ATL,East
Stephen Graham,2006,198.12,97.52228,Oklahoma State University,SG,23.0,6.9,TOT,N/A
Treveon Graham,2017,198.12,99.79024,Virginia Commonwealth University,SG,23.0,10.6,CHO,East
Jim Grandholm,1991,213.36,106.59412,University of South Florida,PF,30.0,16.5,DAL,West
Ron Grandison,1989,198.12,97.52228,University of New Orleans,PF,24.0,10.1,BOS,East
Danny Granger,2006,205.74,100.697424,University of New Mexico,SF,22.0,14.7,IND,East
Stewart Granger,1984,190.5,86.18248,Villanova University,PG,22.0,10.1,CLE,East
Brian Grant,1995,205.74,115.212368,Xavier University,PF,22.0,16.5,SAC,West
Gary Grant,1989,190.5,83.91452,University of Michigan,PG,23.0,14.1,LAC,West
Greg Grant,1990,170.18,63.50288,Trenton State University,PG,23.0,9.7,PHO,West
Harvey Grant,1989,203.2,88.45044,University of Oklahoma,PF,23.0,10.6,WSB,East
Horace Grant,1988,208.28,97.52228,Clemson University,PF,22.0,13.0,CHI,East
Jerami Grant,2015,203.2,95.25431999999999,Syracuse University,SF,20.0,8.7,PHI,East
Jerian Grant,2016,193.04,88.45044,University of Notre Dame,PG,23.0,11.2,NYK,East
Josh Grant,1994,205.74,101.151016,University of Utah,PF,26.0,11.7,GSW,West
Paul Grant,1999,213.36,111.13004,University of Wisconsin,C,25.0,-4.6,TOT,N/A
Travis Grant,1973,200.66,97.52228,Kentucky State University,SF,23.0,22.3,LAL,West
Butch Graves,1985,190.5,90.7184,Yale University,SG,23.0,-0.8,CLE,East
Aaron Gray,2008,213.36,122.46984,University of Pittsburgh,C,23.0,13.9,CHI,East
Devin Gray,1997,200.66,108.86207999999999,Clemson University,PF,24.0,4.6,TOT,N/A
Ed Gray,1998,190.5,95.25431999999999,University of California,SG,22.0,13.0,ATL,East
Evric Gray,1997,200.66,106.59412,"University of Nevada, Las Vegas",SF,27.0,2.8,NJN,East
Gary Gray,1968,185.42000000000002,83.91452,Oklahoma City University,SG,22.0,5.4,CIN,East
Leonard Gray,1975,203.2,108.86207999999999,"California State University, Long Beach",PF,23.0,12.6,SEA,West
Stuart Gray,1985,213.36,106.59412,"University of California, Los Angeles",C,21.0,4.6,IND,East
Sylvester Gray,1989,198.12,104.32616,University of Memphis,SF,21.0,11.2,MIA,West
Jeff Grayer,1989,195.58,90.7184,Iowa State University,SG,23.0,12.6,MIL,East
Bob Greacen,1970,200.66,93.439952,Rutgers University,SF,22.0,9.0,MIL,East
A.C. Green,1986,205.74,99.79024,Oregon State University,PF,22.0,11.8,LAL,West
Danny Green,2010,198.12,97.52228,University of North Carolina,SG,22.0,12.3,CLE,East
Devin Green,2006,200.66,95.25431999999999,Hampton University,SG,23.0,4.7,LAL,West
Draymond Green,2013,200.66,104.32616,Michigan State University,SF,22.0,7.1,GSW,West
Erick Green,2015,193.04,83.91452,Virginia Polytechnic Institute and State University,PG,23.0,8.9,DEN,West
JaMychal Green,2015,205.74,102.965384,University of Alabama,PF,24.0,14.9,TOT,N/A
Jeff Green,2008,205.74,106.59412,Georgetown University,SF,21.0,9.8,SEA,West
Johnny Green,1960,195.58,90.7184,Michigan State University,PF,26.0,13.1,NYK,East
Ken Green,1986,203.2,97.52228,University of Texas-Pan American,PF,26.0,19.3,NYK,East
Kenny Green,1986,198.12,95.25431999999999,Wake Forest University,SF,21.0,8.7,TOT,N/A
Lamar Green,1970,200.66,95.25431999999999,Morehead State University,PF,22.0,10.4,PHO,West
Litterial Green,1993,185.42000000000002,83.91452,University of Georgia,PG,22.0,11.6,ORL,East
Rickey Green,1978,182.88,77.11064,University of Michigan,PG,23.0,9.3,GSW,West
Sean Green,1992,195.58,95.25431999999999,Iona College,SG,21.0,9.9,IND,East
Si Green,1957,187.96,83.91452,Duquesne University,SG,23.0,13.5,ROC,East
Sidney Green,1984,205.74,99.79024,"University of Nevada, Las Vegas",PF,23.0,9.2,CHI,East
Taurean Green,2008,182.88,80.28578399999999,University of Florida,SG-PG,21.0,7.0,TOT,N/A
Tommie Green,1979,187.96,83.91452,Southern University and A&M College,PG,22.0,8.3,NOJ,East
Willie Green,2004,193.04,90.7184,University of Detroit Mercy,SG,22.0,10.8,PHI,East
Donte Greene,2009,210.82,102.511792,Syracuse University,SF,20.0,5.2,SAC,West
Orien Greene,2006,193.04,94.347136,University of Louisiana at Lafayette,PG,23.0,6.4,BOS,East
Jerry Greenspan,1964,195.58,88.45044,University of Maryland,SG,22.0,8.7,PHI,East
Dave Greenwood,1980,205.74,100.697424,"University of California, Los Angeles",PF,22.0,16.2,CHI,East
Hal Greer,1959,187.96,79.3786,Marshall University,SG,22.0,13.3,SYR,East
Lynn Greer,2007,187.96,79.3786,Temple University,SG,27.0,14.0,MIL,East
Gary Gregor,1969,200.66,102.0582,University of South Carolina,PF,23.0,11.6,PHO,West
Claude Gregory,1986,203.2,92.98636,University of Wisconsin,PF,27.0,23.0,WSB,East
John Greig,1983,200.66,97.52228,University of Oregon,SF,21.0,19.9,SEA,West
Norm Grekin,1954,195.58,81.64656,La Salle University,F,23.0,-23.3,PHW,East
Kevin Grevey,1976,195.58,95.25431999999999,University of Kentucky,SF,22.0,10.0,WSB,East
Adrian Griffin,2000,195.58,98.429464,Seton Hall University,SG,25.0,12.6,BOS,East
Blake Griffin,2011,208.28,113.851592,University of Oklahoma,PF,21.0,21.9,LAC,West
Eddie Griffin,2002,208.28,99.79024,Seton Hall University,PF,19.0,13.8,HOU,West
Greg Griffin,1978,200.66,86.18248,Idaho State University,SF,25.0,6.8,PHO,West
Paul Griffin,1977,205.74,92.98636,Western Michigan University,PF,23.0,13.5,NOJ,East
Taylor Griffin,2010,200.66,107.954896,University of Oklahoma,SF,23.0,5.2,PHO,West
Darrell Griffith,1981,193.04,86.18248,University of Louisville,SG,22.0,14.7,UTA,West
Chuck Grigsby,1955,195.58,86.18248,University of Dayton,G,26.0,9.9,NYK,East
Derek Grimm,1998,205.74,104.32616,University of Missouri,SF,23.0,7.9,SAC,West
Dick Groat,1953,180.34,81.64656,Duke University,PG,22.0,18.2,FTW,West
Bob Gross,1976,198.12,90.7184,"California State University, Long Beach",SF,22.0,15.6,POR,West
Jerry Grote,1965,193.04,97.52228,Loyola Marymount University,G,24.0,14.9,LAL,West
Anthony Grundy,2006,190.5,81.64656,North Carolina State University,SG,26.0,16.6,ATL,East
Ernie Grunfeld,1978,198.12,95.25431999999999,University of Tennessee,SG,22.0,12.0,MIL,East
Gene Guarilia,1960,195.58,99.79024,George Washington University,SF,22.0,7.7,BOS,East
Petur Gudmundsson,1982,218.44,117.93392,University of Washington,C,23.0,7.9,POR,West
Richie Guerin,1957,193.04,88.45044,Iona College,SG,24.0,12.8,NYK,East
Tom Gugliotta,1993,208.28,108.86207999999999,North Carolina State University,PF,23.0,14.6,WSB,East
Jay Guidinger,1993,208.28,115.66596,University of Minnesota Duluth,C,23.0,9.6,CLE,East
Dave Gunther,1963,200.66,86.18248,University of Iowa,F,25.0,31.6,SFW,West
Matt Guokas,1967,195.58,79.3786,Saint Joseph's University,SG,22.0,7.5,PHI,East
Jorge Gutierrez,2014,190.5,86.636072,University of California,PG,25.0,8.7,BRK,East
A.J. Guyton,2001,185.42000000000002,81.64656,Indiana University,PG,22.0,10.3,CHI,East
Scott Haffner,1990,190.5,81.64656,University of Evansville,PG,23.0,8.3,MIA,West
Cliff Hagan,1957,193.04,95.25431999999999,University of Kentucky,SF,25.0,12.2,STL,East
Glenn Hagan,1982,182.88,77.11064,St. Bonaventure University,PG,26.0,18.1,DET,East
Al Hairston,1969,185.42000000000002,77.11064,Bowling Green State University,SG,23.0,6.6,SEA,West
Happy Hairston,1965,200.66,102.0582,New York University,PF,22.0,15.0,CIN,East
Lindsay Hairston,1976,200.66,81.64656,Michigan State University,SF,24.0,14.8,DET,East
Malik Hairston,2009,198.12,99.79024,University of Oregon,SG,21.0,12.0,SAS,West
P.J. Hairston,2015,198.12,104.32616,University of North Carolina,SG,22.0,9.0,CHO,East
Marcus Haislip,2003,208.28,104.32616,University of Tennessee,PF,22.0,9.6,MIL,East
Swede Halbrook,1961,220.98,106.59412,Oregon State University,C,28.0,8.9,SYR,East
Jack Haley,1989,208.28,108.86207999999999,"University of California, Los Angeles",PF,25.0,9.9,CHI,East
Shaler Halimon,1969,195.58,90.264808,Utah State University,SF,23.0,13.2,PHI,East
Mike Hall,2007,203.2,104.32616,George Washington University,SF,22.0,3.1,WAS,East
Jeff Halliburton,1972,195.58,87.543256,Drake University,SG,22.0,12.4,ATL,East
Darvin Ham,1997,200.66,99.79024,Texas Tech University,SF,23.0,8.5,TOT,N/A
Steve Hamer,1997,213.36,111.13004,University of Tennessee,C,23.0,8.9,BOS,East
Dennis Hamilton,1968,203.2,95.25431999999999,Arizona State University,PF,23.0,10.6,LAL,West
Jordan Hamilton,2012,200.66,99.79024,University of Texas at Austin,SF,21.0,13.9,DEN,West
Justin Hamilton,2014,213.36,117.93392,Louisiana State University,C,23.0,11.9,TOT,N/A
Richard Hamilton,2000,198.12,83.91452,University of Connecticut,SG,21.0,11.6,WAS,East
Roy Hamilton,1980,187.96,81.64656,"University of California, Los Angeles",PG,22.0,9.1,DET,East
Steve Hamilton,1959,198.12,86.18248,Morehead State University,SF,23.0,9.6,MNL,West
Tang Hamilton,2002,203.2,99.79024,Mississippi State University,SF,23.0,10.9,MIA,West
Thomas Hamilton,1996,218.44,149.68536,University of Pittsburgh,C,20.0,4.3,BOS,East
Zendon Hamilton,2001,210.82,113.398,St. John's University,C,25.0,5.7,LAC,West
Geert Hammink,1994,213.36,118.841104,Louisiana State University,C,24.0,20.0,ORL,East
Tom Hammonds,1990,205.74,97.52228,Georgia Institute of Technology,PF,22.0,10.5,WSB,East
A.J. Hammons,2017,213.36,117.93392,Purdue University,C,24.0,8.4,DAL,West
Darrin Hancock,1995,200.66,92.98636,University of Kansas,SF,23.0,11.2,CHH,East
Ben Handlogten,2004,208.28,108.86207999999999,Western Michigan University,C,30.0,17.1,UTA,West
Phil Hankinson,1974,203.2,88.45044,University of Pennsylvania,SF,22.0,18.1,BOS,East
Don Hanrahan,1953,200.66,90.7184,Loyola University of Chicago,F,23.0,14.1,INO,West
Rollen Hans,1954,187.96,95.25431999999999,Long Island University,SG,22.0,11.5,BLB,East
Ben Hansbrough,2013,190.5,92.079176,University of Notre Dame,PG,25.0,7.2,IND,East
Tyler Hansbrough,2010,205.74,113.398,University of North Carolina,PF,24.0,14.6,IND,East
Bob Hansen,1984,198.12,86.18248,University of Iowa,SG,23.0,7.6,UTA,West
Glenn Hansen,1976,193.04,92.98636,Louisiana State University,SG,23.0,11.2,KCK,East
Lars Hansen,1979,208.28,102.0582,University of Washington,C,24.0,13.6,SEA,West
Travis Hansen,2004,198.12,92.98636,Brigham Young University,SF,25.0,7.2,ATL,East
Reggie Hanson,1998,203.2,88.45044,University of Kentucky,SF,29.0,6.9,BOS,East
Bill Hanzlik,1981,200.66,83.91452,University of Notre Dame,SF,23.0,11.0,SEA,West
Luke Harangody,2011,203.2,111.583632,University of Notre Dame,PF,23.0,10.1,TOT,N/A
Anfernee Hardaway,1994,200.66,88.45044,University of Memphis,PG,22.0,17.4,ORL,East
Tim Hardaway,1990,182.88,79.3786,University of Texas at El Paso,PG,23.0,16.0,GSW,West
Tim Hardaway,2014,198.12,92.98636,University of Michigan,SG,21.0,12.7,NYK,East
James Harden,2010,195.58,99.79024,Arizona State University,SG,20.0,14.0,OKC,West
Charlie Hardnett,1963,203.2,102.0582,Grambling State University,PF,24.0,16.2,CHZ,West
Alan Hardy,1981,200.66,88.45044,University of Michigan,SG,23.0,7.5,LAL,West
James Hardy,1979,203.2,99.79024,University of San Francisco,SF,22.0,10.7,NOJ,East
Maurice Harkless,2013,205.74,97.52228,St. John's University,SF,19.0,12.5,ORL,East
Jerry Harkness,1964,187.96,79.3786,Loyola University of Chicago,PG,23.0,11.9,NYK,East
Skip Harlicka,1969,185.42000000000002,83.91452,University of South Carolina,PG,22.0,14.8,ATL,East
Jerome Harmon,1995,193.04,86.18248,University of Louisville,SG,25.0,10.1,PHI,East
Derek Harper,1984,193.04,83.91452,University of Illinois at Urbana-Champaign,PG,22.0,10.5,DAL,West
Justin Harper,2012,208.28,102.0582,University of Richmond,PF,22.0,1.7,ORL,East
Mike Harper,1981,208.28,88.45044,North Park University,PF,23.0,8.4,POR,West
Ron Harper,1987,198.12,83.91452,Miami University,SG,23.0,17.2,CLE,East
Matt Harpring,1999,200.66,104.779752,Georgia Institute of Technology,SF,22.0,13.0,ORL,East
Montrezl Harrell,2016,203.2,108.86207999999999,University of Louisville,PF,22.0,14.6,HOU,West
Josh Harrellson,2012,208.28,124.7378,University of Kentucky,PF,22.0,13.7,NYK,East
Adam Harrington,2003,195.58,90.7184,Auburn University,SG,22.0,7.4,TOT,N/A
Junior Harrington,2003,193.04,81.64656,Wingate University,PG,22.0,6.4,DEN,West
Othella Harrington,1997,205.74,106.59412,Georgetown University,PF,23.0,10.8,HOU,West
Art Harris,1969,193.04,83.91452,Stanford University,SG,22.0,9.0,SEA,West
Bernie Harris,1975,208.28,90.7184,Virginia Commonwealth University,PF,24.0,3.6,BUF,East
Chris Harris,1956,190.5,86.18248,University of Dayton,SG,22.0,3.7,TOT,N/A
